Agent,Campaign,Campaign Type,Disposition,Date,Lead,Contact,RPC,Sale
MYedwa,Waiver,Life,Client not Available ,2026-05-15,9,9,0,0
MYedwa,Waiver,Life,Client not Available ,2026-05-18,8,8,0,0
MYedwa,Waiver,Life,Client not Available ,2026-05-19,9,9,0,0
MYedwa,Waiver,Life,Client not Available ,2026-05-20,15,15,0,0
MYedwa,Waiver,Life,Client not Available ,2026-05-21,1,1,0,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-05,1,1,1,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-11,1,1,1,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-12,2,2,2,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-13,5,5,5,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-15,1,1,1,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-18,3,3,3,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-19,2,2,2,0
MYedwa,Waiver,Life,Client wants to engage via email (No Call Follow up Needed),2026-05-20,1,1,1,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-04,4,4,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-05,2,2,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-06,1,1,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-08,2,2,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-12,2,2,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-13,3,3,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-14,3,3,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-15,1,1,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-18,3,3,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-19,3,3,0,0
MYedwa,Waiver,Life,Confirmed Deceased,2026-05-20,1,1,0,0
MYedwa,Waiver,Life,Disconnected,2026-05-20,1,0,0,0
MYedwa,Waiver,Life,Do Not Call,2026-05-04,7,7,7,0
MYedwa,Waiver,Life,Do Not Call,2026-05-05,5,5,5,0
MYedwa,Waiver,Life,Do Not Call,2026-05-06,3,3,3,0
MYedwa,Waiver,Life,Do Not Call,2026-05-11,3,3,3,0
MYedwa,Waiver,Life,Do Not Call,2026-05-12,6,6,6,0
MYedwa,Waiver,Life,Do Not Call,2026-05-13,5,5,5,0
MYedwa,Waiver,Life,Do Not Call,2026-05-14,2,2,2,0
MYedwa,Waiver,Life,Do Not Call,2026-05-15,8,8,8,0
MYedwa,Waiver,Life,Do Not Call,2026-05-18,7,7,7,0
MYedwa,Waiver,Life,Do Not Call,2026-05-19,3,3,3,0
MYedwa,Waiver,Life,Do Not Call,2026-05-20,7,7,7,0
MYedwa,Waiver,Life,Do not qualify,2026-05-04,7,7,7,0
MYedwa,Waiver,Life,Do not qualify,2026-05-05,1,1,1,0
MYedwa,Waiver,Life,Do not qualify,2026-05-08,2,2,2,0
MYedwa,Waiver,Life,Do not qualify,2026-05-11,2,2,2,0
MYedwa,Waiver,Life,Do not qualify,2026-05-12,3,3,3,0
MYedwa,Waiver,Life,Do not qualify,2026-05-13,2,2,2,0
MYedwa,Waiver,Life,Do not qualify,2026-05-14,1,1,1,0
MYedwa,Waiver,Life,Do not qualify,2026-05-18,3,3,3,0
MYedwa,Waiver,Life,Do not qualify,2026-05-19,3,3,3,0
MYedwa,Waiver,Life,Do not qualify,2026-05-20,2,2,2,0
MYedwa,Waiver,Life,Dormant Account,2026-05-04,1,1,1,0
MYedwa,Waiver,Life,Dormant Account,2026-05-08,2,2,2,0
MYedwa,Waiver,Life,Dormant Account,2026-05-12,3,3,3,0
MYedwa,Waiver,Life,Dormant Account,2026-05-20,2,2,2,0
MYedwa,Waiver,Life,Dropped Call,2026-05-06,16,0,0,0
MYedwa,Waiver,Life,Dropped Call,2026-05-11,4,0,0,0
MYedwa,Waiver,Life,Dropped Call,2026-05-18,4,0,0,0
MYedwa,Waiver,Life,Dropped Call,2026-05-20,20,0,0,0
MYedwa,Waiver,Life,Dropped Call,2026-05-21,3,0,0,0
MYedwa,Waiver,Life,Existing clients,2026-05-05,1,1,1,0
MYedwa,Waiver,Life,Existing clients,2026-05-06,1,1,1,0
MYedwa,Waiver,Life,Existing clients,2026-05-11,1,1,1,0
MYedwa,Waiver,Life,Existing clients,2026-05-18,2,2,2,0
MYedwa,Waiver,Life,Inbound Call,2026-05-11,1,0,0,0
MYedwa,Waiver,Life,Language Barrier,2026-05-05,2,2,2,0
MYedwa,Waiver,Life,Language Barrier,2026-05-08,3,3,3,0
MYedwa,Waiver,Life,Language Barrier,2026-05-11,1,1,1,0
MYedwa,Waiver,Life,Language Barrier,2026-05-12,1,1,1,0
MYedwa,Waiver,Life,Language Barrier,2026-05-13,4,4,4,0
MYedwa,Waiver,Life,Language Barrier,2026-05-14,4,4,4,0
MYedwa,Waiver,Life,Language Barrier,2026-05-15,3,3,3,0
MYedwa,Waiver,Life,Language Barrier,2026-05-18,1,1,1,0
MYedwa,Waiver,Life,Language Barrier,2026-05-19,1,1,1,0
MYedwa,Waiver,Life,Language Barrier,2026-05-20,1,1,1,0
MYedwa,Waiver,Life,No Answer,2026-05-06,3,0,0,0
MYedwa,Waiver,Life,No Answer,2026-05-11,1,0,0,0
MYedwa,Waiver,Life,No Answer,2026-05-14,1,0,0,0
MYedwa,Waiver,Life,No Answer,2026-05-15,1,0,0,0
MYedwa,Waiver,Life,No Answer,2026-05-18,2,0,0,0
MYedwa,Waiver,Life,No Answer,2026-05-20,8,0,0,0
MYedwa,Waiver,Life,No Answer,2026-05-21,1,0,0,0
MYedwa,Waiver,Life,Non Party Contact,2026-05-08,1,1,0,0
MYedwa,Waiver,Life,Non Party Contact,2026-05-14,1,1,0,0
MYedwa,Waiver,Life,Non South African ,2026-05-04,1,1,0,0
MYedwa,Waiver,Life,Non South African ,2026-05-15,2,2,0,0
MYedwa,Waiver,Life,Non South African ,2026-05-18,1,1,0,0
MYedwa,Waiver,Life,Non South African ,2026-05-20,4,4,0,0
MYedwa,Waiver,Life,Not Interested,2026-05-04,14,14,14,0
MYedwa,Waiver,Life,Not Interested,2026-05-05,16,16,16,0
MYedwa,Waiver,Life,Not Interested,2026-05-06,21,21,21,0
MYedwa,Waiver,Life,Not Interested,2026-05-08,14,14,14,0
MYedwa,Waiver,Life,Not Interested,2026-05-11,17,17,17,0
MYedwa,Waiver,Life,Not Interested,2026-05-12,16,16,16,0
MYedwa,Waiver,Life,Not Interested,2026-05-13,32,32,32,0
MYedwa,Waiver,Life,Not Interested,2026-05-14,14,14,14,0
MYedwa,Waiver,Life,Not Interested,2026-05-15,19,19,19,0
MYedwa,Waiver,Life,Not Interested,2026-05-18,24,24,24,0
MYedwa,Waiver,Life,Not Interested,2026-05-19,9,9,9,0
MYedwa,Waiver,Life,Not Interested,2026-05-20,21,21,21,0
MYedwa,Waiver,Life,Pensioner,2026-05-13,1,1,1,0
MYedwa,Waiver,Life,QA FIXED,2026-05-19,1,1,1,0
MYedwa,Waiver,Life,SALE,2026-05-04,3,3,3,3
MYedwa,Waiver,Life,SALE,2026-05-05,2,2,2,2
MYedwa,Waiver,Life,SALE,2026-05-06,3,3,3,3
MYedwa,Waiver,Life,SALE,2026-05-08,5,5,5,5
MYedwa,Waiver,Life,SALE,2026-05-11,4,4,4,4
MYedwa,Waiver,Life,SALE,2026-05-12,7,7,7,7
MYedwa,Waiver,Life,SALE,2026-05-13,5,5,5,5
MYedwa,Waiver,Life,SALE,2026-05-14,6,6,6,6
MYedwa,Waiver,Life,SALE,2026-05-15,8,8,8,8
MYedwa,Waiver,Life,SALE,2026-05-18,5,5,5,5
MYedwa,Waiver,Life,SALE,2026-05-19,9,9,9,9
MYedwa,Waiver,Life,SALE,2026-05-20,4,4,4,4
MYedwa,Waiver,Life,Underage,2026-05-04,1,1,1,0
MYedwa,Waiver,Life,Underage,2026-05-15,1,1,1,0
MYedwa,Waiver,Life,Unemployed,2026-05-04,2,2,2,0
MYedwa,Waiver,Life,Unemployed,2026-05-06,1,1,1,0
MYedwa,Waiver,Life,Unemployed,2026-05-08,1,1,1,0
MYedwa,Waiver,Life,Unemployed,2026-05-11,1,1,1,0
MYedwa,Waiver,Life,Unemployed,2026-05-12,2,2,2,0
MYedwa,Waiver,Life,Unemployed,2026-05-13,1,1,1,0
MYedwa,Waiver,Life,Unemployed,2026-05-14,1,1,1,0
MYedwa,Waiver,Life,Unemployed,2026-05-15,2,2,2,0
MYedwa,Waiver,Life,Unemployed,2026-05-18,3,3,3,0
MYedwa,Waiver,Life,Unemployed,2026-05-20,1,1,1,0
MYedwa,Waiver,Life,Wrong number ,2026-05-04,24,24,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-05,24,24,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-06,14,14,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-08,19,19,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-11,16,16,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-12,29,29,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-13,31,31,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-14,30,30,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-15,28,28,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-18,42,42,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-19,20,20,0,0
MYedwa,Waiver,Life,Wrong number ,2026-05-20,41,41,0,0
MaTshabalala,Waiver,Life,Affordability,2026-05-04,26,26,26,0
MaTshabalala,Waiver,Life,Affordability,2026-05-05,10,10,10,0
MaTshabalala,Waiver,Life,Affordability,2026-05-06,14,14,14,0
MaTshabalala,Waiver,Life,Affordability,2026-05-07,21,21,21,0
MaTshabalala,Waiver,Life,Affordability,2026-05-08,9,9,9,0
MaTshabalala,Waiver,Life,Affordability,2026-05-09,8,8,8,0
MaTshabalala,Waiver,Life,Affordability,2026-05-11,24,24,24,0
MaTshabalala,Waiver,Life,Affordability,2026-05-12,34,34,34,0
MaTshabalala,Waiver,Life,Affordability,2026-05-13,23,23,23,0
MaTshabalala,Waiver,Life,Affordability,2026-05-14,25,25,25,0
MaTshabalala,Waiver,Life,Affordability,2026-05-15,15,15,15,0
MaTshabalala,Waiver,Life,Affordability,2026-05-18,25,25,25,0
MaTshabalala,Waiver,Life,Affordability,2026-05-19,27,27,27,0
MaTshabalala,Waiver,Life,Affordability,2026-05-20,14,14,14,0
MaTshabalala,Waiver,Life,Already contacted ,2026-05-04,2,2,2,0
MaTshabalala,Waiver,Life,Already contacted ,2026-05-19,1,1,1,0
MaTshabalala,Waiver,Life,Already contacted ,2026-05-20,3,3,3,0
MaTshabalala,Waiver,Life,Answering Machine,2026-05-06,28,0,0,0
MaTshabalala,Waiver,Life,Answering Machine,2026-05-11,5,0,0,0
MaTshabalala,Waiver,Life,Answering Machine,2026-05-15,12,0,0,0
MaTshabalala,Waiver,Life,Answering Machine,2026-05-18,17,0,0,0
MaTshabalala,Waiver,Life,Answering Machine,2026-05-20,29,0,0,0
MaTshabalala,Waiver,Life,Auto Alt-Dialling,2026-05-04,1,0,0,0
MaTshabalala,Waiver,Life,Auto Alt-Dialling,2026-05-06,17,0,0,0
MaTshabalala,Waiver,Life,Auto Alt-Dialling,2026-05-11,2,0,0,0
MaTshabalala,Waiver,Life,Auto Alt-Dialling,2026-05-15,2,0,0,0
MaTshabalala,Waiver,Life,Auto Alt-Dialling,2026-05-18,3,0,0,0
MaTshabalala,Waiver,Life,Auto Alt-Dialling,2026-05-20,22,0,0,0
MaTshabalala,Waiver,Life,Callback New Lead,2026-05-04,1,1,1,0
MaTshabalala,Waiver,Life,Callback New Lead,2026-05-13,2,2,2,0
MaTshabalala,Waiver,Life,Callback New Lead,2026-05-15,2,2,2,0
MaTshabalala,Waiver,Life,Callback New Lead,2026-05-18,4,4,4,0
MaTshabalala,Waiver,Life,Callback New Lead,2026-05-19,2,2,2,0
MaTshabalala,Waiver,Life,Callback New Lead,2026-05-20,11,11,11,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-04,20,20,20,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-05,10,10,10,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-06,7,7,7,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-07,14,14,14,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-08,10,10,10,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-09,4,4,4,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-11,14,14,14,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-12,24,24,24,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-13,12,12,12,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-14,14,14,14,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-15,10,10,10,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-18,14,14,14,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-19,16,16,16,0
MaTshabalala,Waiver,Life,Client Hangup - Pitched ,2026-05-20,22,22,22,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-04,41,41,41,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-05,26,26,26,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-06,20,20,20,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-07,23,23,23,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-08,18,18,18,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-09,7,7,7,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-11,25,25,25,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-12,39,39,39,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-13,26,26,26,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-14,17,17,17,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-15,36,36,36,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-18,31,31,31,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-19,30,30,30,0
MaTshabalala,Waiver,Life,Client hangup - No pitch,2026-05-20,52,52,52,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-04,7,7,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-05,5,5,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-07,5,5,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-08,5,5,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-09,1,1,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-11,8,8,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-12,8,8,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-13,5,5,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-14,9,9,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-15,7,7,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-18,13,13,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-19,8,8,0,0
MaTshabalala,Waiver,Life,Client not Available ,2026-05-20,4,4,0,0
MaTshabalala,Waiver,Life,Confirmed Deceased,2026-05-06,1,1,0,0
MaTshabalala,Waiver,Life,Confirmed Deceased,2026-05-08,1,1,0,0
MaTshabalala,Waiver,Life,Confirmed Deceased,2026-05-12,1,1,0,0
MaTshabalala,Waiver,Life,Confirmed Deceased,2026-05-13,1,1,0,0
MaTshabalala,Waiver,Life,Confirmed Deceased,2026-05-14,1,1,0,0
MaTshabalala,Waiver,Life,Confirmed Deceased,2026-05-18,1,1,0,0
MaTshabalala,Waiver,Life,Customer Prefers Branch,2026-05-11,1,1,1,0
MaTshabalala,Waiver,Life,Customer Prefers Branch,2026-05-12,1,1,1,0
MaTshabalala,Waiver,Life,Customer Prefers Branch,2026-05-14,1,1,1,0
MaTshabalala,Waiver,Life,Customer Prefers Branch,2026-05-15,1,1,1,0
MaTshabalala,Waiver,Life,Customer Prefers Branch,2026-05-18,2,2,2,0
MaTshabalala,Waiver,Life,Do Not Call,2026-05-13,1,1,1,0
MaTshabalala,Waiver,Life,Do Not Call,2026-05-14,1,1,1,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-04,3,3,3,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-05,1,1,1,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-06,1,1,1,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-07,3,3,3,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-11,2,2,2,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-12,2,2,2,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-13,3,3,3,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-14,2,2,2,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-15,2,2,2,0
MaTshabalala,Waiver,Life,Do not qualify,2026-05-18,3,3,3,0
MaTshabalala,Waiver,Life,Existing clients,2026-05-05,1,1,1,0
MaTshabalala,Waiver,Life,Language Barrier,2026-05-07,1,1,1,0
MaTshabalala,Waiver,Life,Language Barrier,2026-05-08,1,1,1,0
MaTshabalala,Waiver,Life,Language Barrier,2026-05-18,1,1,1,0
MaTshabalala,Waiver,Life,Language Barrier,2026-05-19,1,1,1,0
MaTshabalala,Waiver,Life,Language Barrier,2026-05-20,1,1,1,0
MaTshabalala,Waiver,Life,No Answer,2026-05-05,1,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-06,17,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-07,1,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-11,6,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-15,4,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-18,4,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-19,3,0,0,0
MaTshabalala,Waiver,Life,No Answer,2026-05-20,17,0,0,0
MaTshabalala,Waiver,Life,Non South African ,2026-05-07,2,2,0,0
MaTshabalala,Waiver,Life,Non South African ,2026-05-20,2,2,0,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-04,8,8,8,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-05,6,6,6,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-06,3,3,3,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-07,4,4,4,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-08,1,1,1,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-09,1,1,1,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-11,3,3,3,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-12,5,5,5,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-13,2,2,2,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-14,5,5,5,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-15,5,5,5,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-18,8,8,8,0
MaTshabalala,Waiver,Life,Not Interested,2026-05-20,5,5,5,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-04,2,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-07,1,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-11,2,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-12,1,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-13,1,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-14,1,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-18,3,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-19,2,0,0,0
MaTshabalala,Waiver,Life,Number does not exist ,2026-05-20,1,0,0,0
MaTshabalala,Waiver,Life,SALE,2026-05-04,2,2,2,2
MaTshabalala,Waiver,Life,SALE,2026-05-05,4,4,4,4
MaTshabalala,Waiver,Life,SALE,2026-05-07,4,4,4,4
MaTshabalala,Waiver,Life,SALE,2026-05-08,4,4,4,4
MaTshabalala,Waiver,Life,SALE,2026-05-09,4,4,4,4
MaTshabalala,Waiver,Life,SALE,2026-05-11,6,6,6,6
MaTshabalala,Waiver,Life,SALE,2026-05-12,6,6,6,6
MaTshabalala,Waiver,Life,SALE,2026-05-13,8,8,8,8
MaTshabalala,Waiver,Life,SALE,2026-05-14,7,7,7,7
MaTshabalala,Waiver,Life,SALE,2026-05-15,6,6,6,6
MaTshabalala,Waiver,Life,SALE,2026-05-18,4,4,4,4
MaTshabalala,Waiver,Life,SALE,2026-05-19,6,6,6,6
MaTshabalala,Waiver,Life,SALE,2026-05-20,5,5,5,5
MaTshabalala,Waiver,Life,Selected,2026-05-20,1,0,0,0
MaTshabalala,Waiver,Life,Unemployed,2026-05-04,1,1,1,0
MaTshabalala,Waiver,Life,Unemployed,2026-05-11,1,1,1,0
MaTshabalala,Waiver,Life,Unemployed,2026-05-14,1,1,1,0
MaTshabalala,Waiver,Life,Unemployed,2026-05-19,1,1,1,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-04,24,24,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-05,7,7,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-06,7,7,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-07,17,17,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-08,14,14,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-09,1,1,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-11,13,13,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-12,21,21,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-13,15,15,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-14,14,14,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-15,18,18,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-18,29,29,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-19,17,17,0,0
MaTshabalala,Waiver,Life,Wrong number ,2026-05-20,14,14,0,0
MatsBoyoki,Funeral,Life,Affordability,2026-05-14,1,1,1,0
MatsBoyoki,Funeral,Life,Affordability,2026-05-15,1,1,1,0
MatsBoyoki,Funeral,Life,Affordability,2026-05-18,3,3,3,0
MatsBoyoki,Funeral,Life,Already contacted ,2026-05-07,1,1,1,0
MatsBoyoki,Funeral,Life,Already contacted ,2026-05-12,1,1,1,0
MatsBoyoki,Funeral,Life,Already contacted ,2026-05-14,1,1,1,0
MatsBoyoki,Funeral,Life,Already contacted ,2026-05-15,1,1,1,0
MatsBoyoki,Funeral,Life,Answering Machine,2026-05-07,1,0,0,0
MatsBoyoki,Funeral,Life,Answering Machine,2026-05-09,1,0,0,0
MatsBoyoki,Funeral,Life,Answering Machine,2026-05-11,1,0,0,0
MatsBoyoki,Funeral,Life,Answering Machine,2026-05-12,2,0,0,0
MatsBoyoki,Funeral,Life,Answering Machine,2026-05-15,4,0,0,0
MatsBoyoki,Funeral,Life,Answering Machine,2026-05-18,2,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-06,8,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-08,3,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-09,1,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-13,6,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-14,2,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-15,8,0,0,0
MatsBoyoki,Funeral,Life,Auto Alt-Dialling,2026-05-18,1,0,0,0
MatsBoyoki,Funeral,Life,Busy ,2026-05-12,2,0,0,0
MatsBoyoki,Funeral,Life,Callback New Lead,2026-05-18,1,1,1,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-06,2,2,2,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-07,6,6,6,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-08,5,5,5,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-09,2,2,2,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-11,4,4,4,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-12,2,2,2,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-13,3,3,3,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-14,4,4,4,0
MatsBoyoki,Funeral,Life,Client Hangup - Pitched ,2026-05-18,6,6,6,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-06,7,7,7,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-07,3,3,3,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-08,9,9,9,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-09,6,6,6,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-11,9,9,9,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-12,15,15,15,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-13,10,10,10,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-14,16,16,16,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-15,10,10,10,0
MatsBoyoki,Funeral,Life,Client hangup - No pitch,2026-05-18,11,11,11,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-07,2,2,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-08,3,3,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-11,5,5,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-12,5,5,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-13,4,4,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-14,5,5,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-15,9,9,0,0
MatsBoyoki,Funeral,Life,Client not Available ,2026-05-18,10,10,0,0
MatsBoyoki,Funeral,Life,Confirmed Deceased,2026-05-07,1,1,0,0
MatsBoyoki,Funeral,Life,Confirmed Deceased,2026-05-18,1,1,0,0
MatsBoyoki,Funeral,Life,Customer Prefers Branch,2026-05-07,2,2,2,0
MatsBoyoki,Funeral,Life,Customer Prefers Branch,2026-05-11,1,1,1,0
MatsBoyoki,Funeral,Life,Disconnected,2026-05-06,1,0,0,0
MatsBoyoki,Funeral,Life,Disconnected,2026-05-12,1,0,0,0
MatsBoyoki,Funeral,Life,Disconnected,2026-05-15,1,0,0,0
MatsBoyoki,Funeral,Life,Do Not Call,2026-05-08,1,1,1,0
MatsBoyoki,Funeral,Life,Do Not Call,2026-05-14,1,1,1,0
MatsBoyoki,Funeral,Life,Dropped,2026-05-06,1,0,0,0
MatsBoyoki,Funeral,Life,Dropped Call,2026-05-06,9,0,0,0
MatsBoyoki,Funeral,Life,Dropped Call,2026-05-08,2,0,0,0
MatsBoyoki,Funeral,Life,Dropped Call,2026-05-12,4,0,0,0
MatsBoyoki,Funeral,Life,Dropped Call,2026-05-13,3,0,0,0
